region	chr	midPos	Nsites
(1188,2379)(159400,160955)(150000,200000)	JASDQU010014364.1	175000	1193	0.232050
(2380,2385)(229712,229721)(200000,250000)	JASDQU010014364.1	225000	7	0.038297
(222,239)(179708,179734)(150000,200000)	JASDQU010014365.1	175000	19	0.046042
(371,2521)(106383,111771)(100000,150000)	JASDQU010014401.1	125000	2152	0.232641
(275,1088)(65776,66606)(50000,100000)	JASDQU010014404.1	75000	815	0.585015
(1,4690)(108465,121960)(100000,150000)	JASDQU010014418.1	125000	4691	0.337834
(338,1883)(157566,178889)(150000,200000)	JASDQU010014452.1	175000	1547	0.080616
(293,695)(68660,69172)(50000,100000)	JASDQU010014468.1	75000	404	0.003451
(557,948)(122004,141156)(100000,150000)	JASDQU010014488.1	125000	393	0.011201
(949,1437)(205802,206368)(200000,250000)	JASDQU010014488.1	225000	490	0.413191
(379,1202)(58703,59528)(50000,100000)	JASDQU010014504.1	75000	825	0.535393
(1989,2728)(51481,52589)(50000,100000)	JASDQU010014523.1	75000	741	0.219838
(346,864)(119211,119736)(100000,150000)	JASDQU010014528.1	125000	520	0.507510
(155,802)(247911,248683)(200000,250000)	JASDQU010014560.1	225000	649	0.211757
(1661,3381)(93678,96782)(50000,100000)	JASDQU010014564.1	75000	1722	0.271329
(562,2557)(101709,107838)(100000,150000)	JASDQU010014578.1	125000	1997	0.587283
(3197,9191)(69503,77917)(50000,100000)	JASDQU010014590.1	75000	5996	0.217652
(1016,1662)(80691,84612)(50000,100000)	JASDQU010014614.1	75000	648	0.104041
(533,595)(58471,58547)(50000,100000)	JASDQU010014637.1	75000	64	0.288092
(818,2151)(171729,179587)(150000,200000)	JASDQU010014649.1	175000	1335	0.015862
(582,872)(224424,224738)(200000,250000)	JASDQU010014658.1	225000	292	0.044259
(539,644)(72189,72386)(50000,100000)	JASDQU010014738.1	75000	107	0.026825
(1170,1915)(230235,236900)(200000,250000)	JASDQU010014755.1	225000	747	0.038941
(1916,2834)(422177,423105)(400000,450000)	JASDQU010014755.1	425000	920	0.068472
(158,270)(250000,250112)(250000,300000)	JASDQU010014760.1	275000	114	0.068414
(410,1286)(63607,65392)(50000,100000)	JASDQU010014783.1	75000	878	0.036444
(328,862)(50000,60434)(50000,100000)	JASDQU010014799.1	75000	536	0.153361
(1592,1710)(216749,216871)(200000,250000)	JASDQU010014802.1	225000	120	0.018785
(1614,2565)(131169,132126)(100000,150000)	JASDQU010014808.1	125000	953	-0.007048
(337,3868)(54459,80634)(50000,100000)	JASDQU010014811.1	75000	3533	0.238051
(24,261)(81910,98414)(50000,100000)	JASDQU010014816.1	75000	239	0.139589
(3257,7857)(150000,165487)(150000,200000)	JASDQU010014828.1	175000	4602	0.359433
(452,787)(277713,278117)(250000,300000)	JASDQU010014832.1	275000	337	0.567491
(1278,1371)(117304,117401)(100000,150000)	JASDQU010014837.1	125000	95	0.032746
(508,960)(78970,96038)(50000,100000)	JASDQU010014848.1	75000	454	0.038019
(1599,1684)(98457,98552)(50000,100000)	JASDQU010014857.1	75000	87	0.041841
(170,795)(158927,159592)(150000,200000)	JASDQU010014878.1	175000	627	0.483722
(82,127)(181779,181917)(150000,200000)	JASDQU010014891.1	175000	47	-0.023534
(662,1162)(117843,123328)(100000,150000)	JASDQU010014920.1	125000	502	-0.005925
(67,255)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	190	0.028060
(943,1211)(124883,125301)(100000,150000)	JASDQU010014962.1	125000	270	0.100931
(1394,7982)(338693,345955)(300000,350000)	JASDQU010014976.1	325000	6590	0.308921
(7983,8964)(362492,392520)(350000,400000)	JASDQU010014976.1	375000	983	0.151462
(156,706)(97857,98427)(50000,100000)	JASDQU010025153.1	75000	552	0.245538
(397,2997)(67673,93486)(50000,100000)	JASDQU010025279.1	75000	2602	0.319280
(381,2710)(53646,62184)(50000,100000)	JASDQU010026439.1	75000	2331	0.078793
(806,963)(111750,111918)(100000,150000)	JASDQU010026764.1	125000	159	0.054137
(1434,3124)(53211,54942)(50000,100000)	JASDQU010026955.1	75000	1692	0.354986
(2881,3392)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	513	0.521679
(249,924)(51253,51930)(50000,100000)	JASDQU010027508.1	75000	677	0.001732
(527,1388)(65616,77252)(50000,100000)	JASDQU010027586.1	75000	863	0.009496
(200,1014)(78528,79343)(50000,100000)	JASDQU010027663.1	75000	816	0.218777
(324,849)(84250,84872)(50000,100000)	JASDQU010027683.1	75000	527	0.042884
(1686,2719)(50000,51048)(50000,100000)	JASDQU010027695.1	75000	1035	0.310736
(775,935)(52057,52219)(50000,100000)	JASDQU010027878.1	75000	162	0.001616
(2225,2955)(50000,53270)(50000,100000)	JASDQU010029920.1	75000	732	0.373211
(56,64)(53172,53311)(50000,100000)	JASDQU010029938.1	75000	10	0.148963
(174,469)(70984,71357)(50000,100000)	JASDQU010031406.1	75000	297	0.180435
(8335,9350)(53318,57155)(50000,100000)	JASDQU010031787.1	75000	1017	0.121886
(19,576)(53846,54412)(50000,100000)	JASDQU010031990.1	75000	559	0.059823
(1095,4047)(50000,54568)(50000,100000)	JASDQU010096084.1	75000	2954	0.262348
(154,1479)(50000,51511)(50000,100000)	JASDQU010098651.1	75000	1327	0.158872
(5563,11062)(164624,174743)(150000,200000)	JASDQU010099703.1	175000	5501	0.177339
(122,1485)(237093,238618)(200000,250000)	JASDQU010099705.1	225000	1365	-0.009261
(1486,1615)(410433,410669)(400000,450000)	JASDQU010099705.1	425000	131	0.032286
(1616,2304)(493367,494526)(450000,500000)	JASDQU010099705.1	475000	690	0.163915
(2305,2533)(882003,888143)(850000,900000)	JASDQU010099705.1	875000	230	0.066123
(978,1207)(262811,263066)(250000,300000)	JASDQU010099706.1	275000	231	0.169615
(1208,1832)(422947,448564)(400000,450000)	JASDQU010099706.1	425000	626	0.195335
(686,851)(672263,672429)(650000,700000)	JASDQU010099713.1	675000	167	0.381848
(852,2726)(797558,799435)(750000,800000)	JASDQU010099713.1	775000	1876	0.473334
(2727,3571)(848054,848912)(800000,850000)	JASDQU010099713.1	825000	846	0.319878
(405,1073)(408847,414952)(400000,450000)	JASDQU010099716.1	425000	670	0.228788
(1074,1293)(452154,479370)(450000,500000)	JASDQU010099716.1	475000	221	0.135359
(1294,4628)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3336	0.413533
(4629,4794)(554603,555220)(550000,600000)	JASDQU010099716.1	575000	167	0.127204
(356,897)(605491,606038)(600000,650000)	JASDQU010099717.1	625000	543	0.371376
(237,1721)(102911,138397)(100000,150000)	JASDQU010099720.1	125000	1486	0.409231
(1722,1769)(242531,242617)(200000,250000)	JASDQU010099720.1	225000	49	0.335655
(1770,8338)(257207,289814)(250000,300000)	JASDQU010099720.1	275000	6570	0.264697
(8339,9855)(311165,334469)(300000,350000)	JASDQU010099720.1	325000	1518	0.131553
(9856,10242)(597257,597739)(550000,600000)	JASDQU010099720.1	575000	388	0.027146
(10243,12852)(745837,748543)(700000,750000)	JASDQU010099720.1	725000	2611	0.284805
(127,166)(184951,185002)(150000,200000)	JASDQU010099722.1	175000	41	0.045383
(167,763)(202239,208360)(200000,250000)	JASDQU010099722.1	225000	598	0.018071
(764,1502)(743628,745580)(700000,750000)	JASDQU010099722.1	725000	740	0.598035
(1503,2234)(763172,763918)(750000,800000)	JASDQU010099722.1	775000	733	0.491820
(2235,2252)(881214,881233)(850000,900000)	JASDQU010099722.1	875000	19	0.042878
(772,1205)(152947,194601)(150000,200000)	JASDQU010099723.1	175000	435	0.197895
(1206,1443)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	239	0.154735
(1444,1750)(299673,299980)(250000,300000)	JASDQU010099723.1	275000	308	0.020345
(1751,2180)(300020,300450)(300000,350000)	JASDQU010099723.1	325000	431	0.297338
(253,593)(95270,95661)(50000,100000)	JASDQU010099725.1	75000	342	0.508913
(594,1525)(116402,117333)(100000,150000)	JASDQU010099725.1	125000	933	0.565147
(2060,2404)(50840,51325)(50000,100000)	JASDQU010099729.1	75000	346	0.395676
(2405,2856)(141716,142191)(100000,150000)	JASDQU010099729.1	125000	453	0.321528
(1487,1488)(182429,182430)(150000,200000)	JASDQU010099730.1	175000	3	0.031400
(478,633)(236077,236424)(200000,250000)	JASDQU010099734.1	225000	157	0.036467
(634,1425)(264801,265602)(250000,300000)	JASDQU010099734.1	275000	793	0.079757
(1150,1255)(244510,244649)(200000,250000)	JASDQU010099735.1	225000	107	0.108269
(1256,1426)(422248,422506)(400000,450000)	JASDQU010099735.1	425000	172	0.065017
(1427,1503)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	78	-0.016745
(954,4439)(382739,386259)(350000,400000)	JASDQU010099737.1	375000	3487	0.617531
(477,3047)(166496,169557)(150000,200000)	JASDQU010099741.1	175000	2572	0.332621
(97,270)(152027,152209)(150000,200000)	JASDQU010099742.1	175000	175	0.134875
(5581,5989)(254933,255449)(250000,300000)	JASDQU010099745.1	275000	410	0.038328
(5990,6599)(337279,337920)(300000,350000)	JASDQU010099745.1	325000	611	0.095423
(6600,6844)(438309,442873)(400000,450000)	JASDQU010099745.1	425000	246	0.189379
(6845,7419)(456019,456594)(450000,500000)	JASDQU010099745.1	475000	576	0.332301
(622,944)(178795,179351)(150000,200000)	JASDQU010099750.1	175000	324	0.019300
(363,577)(216861,217139)(200000,250000)	JASDQU010099752.1	225000	216	0.110537
(578,1152)(254065,264292)(250000,300000)	JASDQU010099752.1	275000	576	0.037051
(1153,3166)(612465,614506)(600000,650000)	JASDQU010099752.1	625000	2015	0.322916
(3167,3243)(941242,941325)(900000,950000)	JASDQU010099752.1	925000	78	0.636593
(668,1121)(200167,242659)(200000,250000)	JASDQU010099753.1	225000	455	0.062703
(1122,1343)(254385,254620)(250000,300000)	JASDQU010099753.1	275000	223	0.328318
(1344,1937)(494932,498730)(450000,500000)	JASDQU010099753.1	475000	595	0.290948
(1938,2671)(510325,511078)(500000,550000)	JASDQU010099753.1	525000	735	0.536333
(2672,3372)(717747,718461)(700000,750000)	JASDQU010099753.1	725000	702	0.121231
(3373,3400)(1084463,1084514)(1050000,1100000)	JASDQU010099753.1	1075000	29	0.035129
(857,1959)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1104	0.362602
(1960,1974)(252482,252503)(250000,300000)	JASDQU010099755.1	275000	16	0.037343
(266,698)(254990,255438)(250000,300000)	JASDQU010099758.1	275000	434	0.134766
(131,465)(441693,442031)(400000,450000)	JASDQU010099759.1	425000	336	0.040255
(466,532)(470486,470558)(450000,500000)	JASDQU010099759.1	475000	68	0.459524
(533,818)(553540,554010)(550000,600000)	JASDQU010099759.1	575000	287	0.037057
(819,2157)(870666,890270)(850000,900000)	JASDQU010099759.1	875000	1340	0.286776
(1327,1452)(149297,149449)(100000,150000)	JASDQU010099761.1	125000	127	0.102475
(1453,1653)(166131,166379)(150000,200000)	JASDQU010099761.1	175000	202	0.084011
(1654,1701)(286920,286973)(250000,300000)	JASDQU010099761.1	275000	49	0.039210
(144,160)(178041,178061)(150000,200000)	JASDQU010099763.1	175000	18	0.462764
(161,796)(359767,374118)(350000,400000)	JASDQU010099763.1	375000	637	0.032301
(797,1161)(448641,449032)(400000,450000)	JASDQU010099763.1	425000	366	0.433546
(150,176)(178919,178956)(150000,200000)	JASDQU010099764.1	175000	28	0.168902
(149,472)(86759,87327)(50000,100000)	JASDQU010099769.1	75000	325	0.027671
(473,2088)(117694,120711)(100000,150000)	JASDQU010099769.1	125000	1617	0.274878
(2089,3276)(209181,239017)(200000,250000)	JASDQU010099769.1	225000	1189	0.305919
(489,565)(176550,176664)(150000,200000)	JASDQU010099770.1	175000	78	0.075193
(566,1515)(408647,415971)(400000,450000)	JASDQU010099770.1	425000	951	0.039429
(1516,1805)(543643,543945)(500000,550000)	JASDQU010099770.1	525000	291	0.023099
(1806,1812)(672310,672318)(650000,700000)	JASDQU010099770.1	675000	8	0.052693
(1813,1964)(890616,890803)(850000,900000)	JASDQU010099770.1	875000	153	0.043193
(1965,2135)(1000304,1000618)(1000000,1050000)	JASDQU010099770.1	1025000	172	0.032712
(548,979)(153634,154069)(150000,200000)	JASDQU010099771.1	175000	433	0.175920
(1060,1357)(100000,100299)(100000,150000)	JASDQU010099775.1	125000	299	0.646954
(667,3423)(164721,199498)(150000,200000)	JASDQU010099776.1	175000	2758	0.418383
(3424,3638)(201108,220734)(200000,250000)	JASDQU010099776.1	225000	216	0.037427
(3639,3804)(490173,490403)(450000,500000)	JASDQU010099776.1	475000	167	0.052588
(3805,11845)(511289,545359)(500000,550000)	JASDQU010099776.1	525000	8042	0.266293
(4044,4652)(79726,80504)(50000,100000)	JASDQU010099777.1	75000	610	0.014749
(4653,4917)(426600,427002)(400000,450000)	JASDQU010099777.1	425000	266	0.338280
(973,1079)(461949,462072)(450000,500000)	JASDQU010099780.1	475000	108	0.106096
(1080,1198)(572226,572357)(550000,600000)	JASDQU010099780.1	575000	120	0.119592
(8,301)(193844,194296)(150000,200000)	JASDQU010099786.1	175000	295	0.148827
(1096,1102)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.173726
(3787,7179)(117350,126874)(100000,150000)	JASDQU010099796.1	125000	3394	0.473040
(910,1425)(224827,225472)(200000,250000)	JASDQU010099797.1	225000	517	0.056005
(1426,1752)(358601,379734)(350000,400000)	JASDQU010099797.1	375000	328	0.050464
(212,2985)(488539,499554)(450000,500000)	JASDQU010099799.1	475000	2775	0.188368
(2986,3361)(686334,686720)(650000,700000)	JASDQU010099799.1	675000	377	0.028541
(3362,3588)(759522,759888)(750000,800000)	JASDQU010099799.1	775000	228	0.023825
(143,823)(168946,182450)(150000,200000)	JASDQU010099800.1	175000	682	0.039915
(824,2157)(453662,456854)(450000,500000)	JASDQU010099800.1	475000	1335	0.008825
(2158,2204)(661518,661569)(650000,700000)	JASDQU010099800.1	675000	48	0.055949
(2205,2234)(835439,835474)(800000,850000)	JASDQU010099800.1	825000	31	0.062200
(2215,2631)(186627,187045)(150000,200000)	JASDQU010099802.1	175000	418	0.432668
(172,201)(459846,459881)(450000,500000)	JASDQU010099808.1	475000	31	0.094222
(507,686)(372847,373076)(350000,400000)	JASDQU010099814.1	375000	181	0.352093
(791,975)(369460,369649)(350000,400000)	JASDQU010099816.1	375000	186	0.054228
(786,1726)(204690,215066)(200000,250000)	JASDQU010099818.1	225000	942	0.331206
(1727,2844)(332322,347635)(300000,350000)	JASDQU010099818.1	325000	1119	0.023426
(2845,3219)(467687,468854)(450000,500000)	JASDQU010099818.1	475000	376	0.003893
(3220,3725)(519127,522553)(500000,550000)	JASDQU010099818.1	525000	507	0.669360
(54,237)(371396,371603)(350000,400000)	JASDQU010099819.1	375000	185	-0.008153
(238,2692)(411224,414816)(400000,450000)	JASDQU010099819.1	425000	2456	0.285799
(3343,3516)(54359,54651)(50000,100000)	JASDQU010099827.1	75000	175	0.109918
(3517,4362)(148983,149835)(100000,150000)	JASDQU010099827.1	125000	847	0.016322
(4363,4443)(168146,168232)(150000,200000)	JASDQU010099827.1	175000	82	0.073544
(4444,5293)(261438,299999)(250000,300000)	JASDQU010099827.1	275000	851	0.145243
(5294,5519)(300000,310224)(300000,350000)	JASDQU010099827.1	325000	227	0.115217
(5520,5526)(466374,466380)(450000,500000)	JASDQU010099827.1	475000	8	0.042679
(1518,2133)(510271,532269)(500000,550000)	JASDQU010099828.1	525000	617	0.625967
(2134,2137)(847000,847004)(800000,850000)	JASDQU010099828.1	825000	5	0.044704
(2138,3026)(1162423,1163367)(1150000,1200000)	JASDQU010099828.1	1175000	890	0.633931
(3027,3872)(1296898,1297924)(1250000,1300000)	JASDQU010099828.1	1275000	847	0.003437
(3873,5216)(1540258,1541605)(1500000,1550000)	JASDQU010099828.1	1525000	1345	0.306290
(578,707)(392053,392190)(350000,400000)	JASDQU010099831.1	375000	131	0.086607
(708,1148)(407875,408373)(400000,450000)	JASDQU010099831.1	425000	442	0.121563
(2390,3514)(228897,230764)(200000,250000)	JASDQU010099844.1	225000	1126	0.208263
(3515,3949)(266776,267299)(250000,300000)	JASDQU010099844.1	275000	436	0.277564
(3950,4489)(312005,312600)(300000,350000)	JASDQU010099844.1	325000	541	0.086979
(4490,5502)(385425,386441)(350000,400000)	JASDQU010099844.1	375000	1014	0.228933
(5503,6430)(448454,449434)(400000,450000)	JASDQU010099844.1	425000	929	0.267349
(162,1556)(328387,342295)(300000,350000)	JASDQU010099846.1	325000	1396	0.163394
(1557,2002)(389228,389764)(350000,400000)	JASDQU010099846.1	375000	447	0.030640
(2003,2838)(442577,443420)(400000,450000)	JASDQU010099846.1	425000	837	0.206223
(138,169)(53154,53204)(50000,100000)	JASDQU010099847.1	75000	33	0.060220
(170,565)(203853,204332)(200000,250000)	JASDQU010099847.1	225000	397	0.264636
(566,581)(273353,273370)(250000,300000)	JASDQU010099847.1	275000	17	-0.004721
(2071,3058)(114866,115862)(100000,150000)	JASDQU010099848.1	125000	989	0.297246
(688,872)(480160,480394)(450000,500000)	JASDQU010099849.1	475000	186	0.729448
(873,1452)(532775,533357)(500000,550000)	JASDQU010099849.1	525000	581	0.191704
(287,967)(106137,106833)(100000,150000)	JASDQU010099851.1	125000	682	0.387592
(968,1185)(235008,235236)(200000,250000)	JASDQU010099851.1	225000	219	-0.008038
(1186,1570)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	386	0.026039
(108,3230)(242165,245456)(200000,250000)	JASDQU010099852.1	225000	3124	0.520095
(3231,6554)(260986,279231)(250000,300000)	JASDQU010099852.1	275000	3325	0.258318
(6555,7970)(313409,315322)(300000,350000)	JASDQU010099852.1	325000	1417	0.440921
(7971,9974)(807950,838137)(800000,850000)	JASDQU010099852.1	825000	2005	0.284403
(9975,10262)(857331,897488)(850000,900000)	JASDQU010099852.1	875000	289	0.013672
(10263,10638)(938203,938597)(900000,950000)	JASDQU010099852.1	925000	377	0.169031
(10639,12883)(990140,992512)(950000,1000000)	JASDQU010099852.1	975000	2246	0.232973
(12884,14743)(1000735,1008317)(1000000,1050000)	JASDQU010099852.1	1025000	1861	0.276081
(14744,14816)(1100408,1100496)(1100000,1150000)	JASDQU010099852.1	1125000	74	0.110572
(589,644)(109242,109346)(100000,150000)	JASDQU010099857.1	125000	57	0.045971
(645,706)(250171,250245)(250000,300000)	JASDQU010099857.1	275000	63	0.082452
(707,774)(314595,314973)(300000,350000)	JASDQU010099857.1	325000	69	0.005418
(775,1108)(464859,467902)(450000,500000)	JASDQU010099857.1	475000	335	0.129833
(1109,1229)(561830,561955)(550000,600000)	JASDQU010099857.1	575000	122	0.028304
(1230,1334)(658696,658809)(650000,700000)	JASDQU010099857.1	675000	106	0.013746
(766,893)(595185,595315)(550000,600000)	JASDQU010099858.1	575000	129	0.024365
(238,972)(190537,191284)(150000,200000)	JASDQU010099863.1	175000	736	0.678638
(973,3917)(213542,227666)(200000,250000)	JASDQU010099863.1	225000	2946	0.638821
(3918,3995)(264144,264232)(250000,300000)	JASDQU010099863.1	275000	79	0.392488
(3996,4000)(320505,320541)(300000,350000)	JASDQU010099863.1	325000	6	0.032437
(4001,4628)(411583,412230)(400000,450000)	JASDQU010099863.1	425000	629	0.088578
(4629,4630)(460894,460897)(450000,500000)	JASDQU010099863.1	475000	3	0.037662
(4631,4770)(527978,528117)(500000,550000)	JASDQU010099863.1	525000	141	0.028355
(4771,5467)(550383,552088)(550000,600000)	JASDQU010099863.1	575000	698	0.050040
(113,270)(158986,159143)(150000,200000)	JASDQU010099864.1	175000	159	0.034502
(271,447)(295747,296048)(250000,300000)	JASDQU010099864.1	275000	178	0.013548
(448,3139)(386028,388900)(350000,400000)	JASDQU010099864.1	375000	2693	0.166271
(3140,5751)(455560,492998)(450000,500000)	JASDQU010099864.1	475000	2613	0.334155
(5752,5775)(560125,560152)(550000,600000)	JASDQU010099864.1	575000	25	0.036473
(45,261)(278240,288323)(250000,300000)	JASDQU010099867.1	275000	218	0.083263
(75,932)(186972,194343)(150000,200000)	JASDQU010099868.1	175000	859	0.057803
(933,937)(231531,231536)(200000,250000)	JASDQU010099868.1	225000	6	0.033075
(938,1675)(335269,337601)(300000,350000)	JASDQU010099868.1	325000	739	0.331590
(1676,4980)(352550,358899)(350000,400000)	JASDQU010099868.1	375000	3306	0.104806
(537,728)(206235,206451)(200000,250000)	JASDQU010099869.1	225000	193	-0.006292
(729,1025)(258353,260444)(250000,300000)	JASDQU010099869.1	275000	298	0.161424
(1426,2168)(120995,121835)(100000,150000)	JASDQU010099871.1	125000	744	0.348265
(2169,2372)(185521,185849)(150000,200000)	JASDQU010099871.1	175000	205	0.166752
(1047,2010)(166745,167869)(150000,200000)	JASDQU010099874.1	175000	965	0.663782
(2011,2360)(250792,286335)(250000,300000)	JASDQU010099874.1	275000	351	0.029658
(2361,2589)(300364,300770)(300000,350000)	JASDQU010099874.1	325000	230	0.055692
